OBJECTID,WARD,SHAPESTArea,SHAPESTLength,FEATURECODE,NAME_TXT,MUNIC,MUNIC_NAME,PRECINCT,STATE_CD,MCD_CD,CONG_DIST,SEN_DIST,HOUSE_DIST,COMM_DIST,PARK_COUNTY,PARK_MPLS,GlobalID
1,,2502502.34779974,7680.90533672884,260,Saint Anthony P-01,94,St. Anthony,2765,27,205,5,39,39B,2,3,,{5F55F289-0B98-4D17-BE3B-E78E45932EB2}
2,,1868861.19354236,6379.23936607779,260,Saint Anthony P-02,94,St. Anthony,2770,27,205,5,39,39B,2,3,,{DFFA1367-08BC-47AB-8B73-DB49C27B5330}
3,,12129853.2290243,23210.193394968,260,Wayzata P-01,99,Wayzata,2910,27,235,3,45,45B,6,1,,{04D8D298-7FFE-413E-AFF9-787D7349E2BB}
4,,2768169.51346722,8944.23804622357,260,Maple Plain P-01,77,Maple Plain,1335,27,120,3,37,37A,7,1,,{5561212D-BE83-4916-8D12-7C4799C1EF96}
5,,55590483.9221656,39826.9258967049,260,Greenfield P-01,65,Greenfield,1050,27,75,3,37,37A,7,1,,{2CB2BDA5-8CC9-46C4-A8C4-234193A551F6}
6,,89534565.4400075,45422.7150471386,260,Independence P-01,70,Independence,1150,27,100,3,37,37A,7,1,,{ABBEC94F-1C28-4A05-9A18-8BD5B0E5EA86}
7,,2441358.3589559,10796.8637206116,260,Long Lake P-01,72,Long Lake,1160,27,105,3,45,45A,6,1,,{207E1014-D73D-479C-AE20-D3852E9FF7A2}
8,,2691577.39318517,8969.76269523695,260,Saint Bonifacius P-01,95,St. Bonifacius,2780,27,210,3,45,45A,7,1,,{32B48596-B0E6-4AE8-B770-E9A15FA6FFE4}
9,,31317736.9748659,32377.6185661055,260,Minnetrista P-02,36,Minnetrista,2245,27,151,3,45,45A,7,1,,{0339B914-BC30-411F-8C72-F038FCE2DD2D}
10,,18673925.6467131,23514.606966102,260,Minnetrista P-01,36,Minnetrista,2240,27,151,3,45,45A,7,1,,{06386C0B-6BA5-427B-8A96-ABE63C85EFE2}
11,,18291202.8043102,21959.3588359776,260,Minnetrista P-04,36,Minnetrista,2255,27,151,3,45,45A,7,1,,{9F1F8085-FC6A-4DB5-ABB7-A7FD41FD02BD}
12,,11811306.751875,30978.0523732879,260,Minnetrista P-03,36,Minnetrista,2250,27,151,3,45,45A,7,1,,{7C422845-0539-4030-B902-BC89BBB9A1D2}
13,,958654.532313825,4921.74361667641,260,Medicine Lake P-01,79,Medicine Lake,1345,27,125,3,42,42B,2,1,,{EE51D12E-6790-4D2B-A51C-92896BD2403F}
14,,5081452.32087985,13041.7281320567,260,Deephaven P-01,59,Deephaven,0675,27,50,3,45,45B,6,4,,{59BD965F-5A3F-4B9B-BF6B-897CFAEBAF8C}
15,,5027877.8202181,13020.0827221526,260,Deephaven P-02,59,Deephaven,0680,27,50,3,45,45B,6,4,,{524D7830-0BDF-4569-9FD6-5D7060D395F5}
16,1,6038948.30375309,15226.3145213459,260,Champlin W-01 P-01,50,Champlin,0450,27,25,3,34,34A,7,2,,{C16AF807-0632-4FD0-913B-DAE2D5C29FDD}
17,2,7390828.28474382,12448.0568361514,260,Champlin W-02 P-01,50,Champlin,0455,27,25,3,34,34A,7,2,,{1B1E70A5-5569-4B28-9111-0B1FD69E1EA1}
18,3,4574056.39545614,11924.4907296535,260,Champlin W-03 P-01,50,Champlin,0460,27,25,3,34,34A,7,2,,{D072A19F-A07F-46B7-83A5-766C0641D6AF}
19,4,2116653.50165852,6399.36695281952,260,Champlin W-04 P-01,50,Champlin,0465,27,25,3,34,34A,7,2,,{A10EEEB1-9608-446D-BFCB-852FD2C2AF08}
20,4,2344908.16379383,8664.68913579369,260,Champlin W-04 P-02,50,Champlin,0470,27,25,3,34,34B,7,2,,{0F66B1B2-44A5-4766-9F6E-B78FBBB6FA5C}
21,,41001734.2236382,27922.7711566404,260,Corcoran P-01,52,Corcoran,0500,27,30,3,37,37A,7,1,,{7749691A-CB6D-49B4-A0EE-5E148EC8CA18}
22,,21117413.7677183,21823.477280398,260,Corcoran P-02,52,Corcoran,0505,27,30,3,37,37A,7,1,,{648F853C-DF5D-4890-9B96-120A57253D3D}
23,,31213560.4012368,25552.4031048661,260,Corcoran P-03,52,Corcoran,0510,27,30,3,37,37A,7,1,,{301FE3D8-4CCF-48DB-B36D-F6B0D857A2FD}
24,2,1600586.53988634,8196.35898299563,260,Crystal W-02 P-01,54,Crystal,0560,27,35,5,43,43B,1,3,,{AEBB5739-C658-4FD9-B95D-BFC098CE5E35}
25,2,1948788.92374983,8437.16371380674,260,Crystal W-02 P-02,54,Crystal,0565,27,35,5,43,43A,1,3,,{955BCD6E-149C-4E23-97E6-5B480675E078}
26,1,3183541.49454631,15124.9883492696,260,Crystal W-01 P-01,54,Crystal,0550,27,35,5,43,43A,1,3,,{1BB97573-5128-427D-983C-CE735907AD32}
27,3,3714398.36022558,10160.3517453141,260,Crystal W-03 P-01,54,Crystal,0570,27,35,5,43,43A,1,3,,{967793FB-7F5B-4636-96DA-64788EC50BCD}
28,4,4777740.85080685,12653.5593393616,260,Crystal W-04 P-01,54,Crystal,0585,27,35,5,43,43A,1,3,,{596331E5-1C7D-4299-B722-5F181CC9E847}
29,,1463626.9189596,6644.81033868856,260,Hopkins P-01,30,Hopkins,1110,27,95,3,46,46B,6,4,,{6A018A26-9BB4-4C75-9983-4777B20D1ED7}
30,,2241370.25820955,8331.42592388194,260,Hopkins P-02,30,Hopkins,1115,27,95,3,46,46B,6,4,,{69892BB3-923F-4ED7-B182-58218BB40248}
31,,2344897.86625791,6572.13927244804,260,Hopkins P-03,30,Hopkins,1120,27,95,3,46,46B,6,4,,{6071B54F-BD30-430F-B032-F6066A9EE0AF}
32,,1105883.3269916,4330.519263581,260,Hopkins P-04,30,Hopkins,1125,27,95,3,46,46B,6,4,,{8B5B9FAD-F0F5-41A8-81A1-C375604FDCA1}
33,,3434893.98779343,13704.5046783136,260,Hopkins P-05,30,Hopkins,1130,27,95,3,46,46B,6,4,,{427767C0-598B-4218-97AB-08F1349DC546}
34,,5829891.5252257,11309.7796175742,260,Maple Grove P-12,76,Maple Grove,1245,27,115,3,42,42A,7,2,,{84A54F0F-AD2D-4649-957B-9899076A75A5}
35,,4838549.06637725,12934.6492844856,260,Maple Grove P-11,76,Maple Grove,1240,27,115,3,37,37B,7,2,,{EB2EDEDB-DBB3-4879-B10F-C81F04ABB66F}
36,,4545702.42292444,8976.32100563286,260,Maple Grove P-09,76,Maple Grove,1230,27,115,3,37,37B,7,2,,{A561AC47-E759-4E7A-9F13-ECB4160F5A99}
37,,5481128.60881675,9698.65687376189,260,Maple Grove P-08,76,Maple Grove,1225,27,115,3,37,37B,7,2,,{0D621B82-FF6D-4E84-938C-850BAD376195}
38,,5706855.46309824,13898.3639681469,260,Maple Grove P-14,76,Maple Grove,1255,27,115,3,37,37A,7,2,,{8A60AE0B-F8C1-4B08-96D7-32913194A142}
39,,4737522.53283282,9889.96334733921,260,Maple Grove P-13,76,Maple Grove,1250,27,115,3,37,37A,7,2,,{C91C4F03-C29D-4D4A-83FF-06500F62E9D8}
40,,4989711.34018416,11050.8437258214,260,Maple Grove P-15,76,Maple Grove,1260,27,115,3,37,37A,7,2,,{AF2710E6-476B-40B3-BEEF-EFE748192494}
41,,8009364.81904452,12813.8381082105,260,Maple Grove P-01,76,Maple Grove,1190,27,115,3,37,37A,7,2,,{4D5AD470-122A-4E29-A599-F514914B6845}
42,,4939255.35140382,15084.9620909192,260,Maple Grove P-10,76,Maple Grove,1235,27,115,3,37,37B,7,2,,{3BF5C71A-F913-4A2A-B692-366B1466EC30}
43,,5257732.35413991,13284.7207552637,260,Maple Grove P-03,76,Maple Grove,1200,27,115,3,37,37B,7,2,,{4FD699BC-1870-41BA-9761-A979127DEAA3}
44,,14905311.4377759,18977.9289919828,260,Maple Grove P-02,76,Maple Grove,1195,27,115,3,37,37B,7,2,,{2DCEEBC8-8B2E-4BAC-B45B-4EF0043F4CA5}
45,,2908245.14994685,9262.4686097171,260,Maple Grove P-06,76,Maple Grove,1215,27,115,3,37,37B,7,2,,{088E62E6-85EF-41D4-AF58-1F71745F330F}
46,,10120617.8945461,15707.7759880353,260,Maple Grove P-07,76,Maple Grove,1220,27,115,3,37,37B,7,2,,{BBD8315C-FEC8-4586-A0B4-C041B92C8655}
47,,5316039.64854208,11875.5582694752,260,Maple Grove P-05,76,Maple Grove,1210,27,115,3,37,37B,7,2,,{E769C5AA-637D-4F7D-8468-53A861408DB8}
48,,3148295.31736751,7904.66083314113,260,Maple Grove P-04,76,Maple Grove,1205,27,115,3,37,37B,7,2,,{445A7FA0-03E5-4E2B-B8E8-B19A77CAA60B}
49,,4270951.45702268,12592.122637131,260,Mound P-03,85,Mound,2270,27,160,3,45,45A,7,1,,{E06D3558-D981-4C84-80D9-35CBC1DF334F}
50,,3085563.48314797,7179.92835729772,260,Mound P-02,85,Mound,2265,27,160,3,45,45A,6,1,,{78808BFC-37A9-4FDC-A43F-D097AAFACBE4}
51,,2843238.3483025,8066.69954821924,260,Mound P-04,85,Mound,2275,27,160,3,45,45A,7,1,,{28303FA9-9E3B-43C3-861D-A6E2EA3C7C45}
52,,2943485.50332591,6975.12387797142,260,Mound P-01,85,Mound,2260,27,160,3,45,45A,6,1,,{33FD787B-0B06-458A-85BD-AA69B29FB4B2}
53,,1428282.41293106,11024.005341314,260,New Hope P-01,86,New Hope,2290,27,165,5,43,43A,1,3,,{21F6F673-3668-44DF-87A4-9E5D48EA12D1}
54,,1277200.93943218,4881.63888686983,260,New Hope P-02,86,New Hope,2295,27,165,5,43,43A,1,1,,{BC9C8E23-0AC9-4654-840E-EAFC74DAAF84}
55,,2002130.79333092,5685.73348860137,260,New Hope P-03,86,New Hope,2300,27,165,5,43,43A,1,1,,{F220E81D-D25B-4C1D-A198-D02FBAE39D30}
56,,1892501.81131907,5607.19935863564,260,New Hope P-04,86,New Hope,2310,27,165,5,43,43A,1,1,,{67D0F129-5F99-4589-972B-77C14F2FFAFB}
57,,1512435.90938476,6422.06374321636,260,New Hope P-05,86,New Hope,2315,27,165,5,43,43A,1,1,,{1A4D226A-337C-4688-84EA-78F64AC28122}
58,,1396640.00086652,5094.15547275629,260,New Hope P-06,86,New Hope,2320,27,165,5,43,43A,1,1,,{BE0D2236-77A9-4539-9537-21394F7EC4DC}
59,,1821898.8531692,7105.02222862048,260,New Hope P-07,86,New Hope,2330,27,165,5,43,43A,1,1,,{19D2CB64-EFB2-4843-BCE8-7636CB96ADA8}
60,,1904452.51909277,10138.1563387978,260,New Hope P-08,86,New Hope,2335,27,165,5,43,43A,1,1,,{B7DC1B3D-4400-4C67-A1A0-AB6B12C9F542}
61,,32021207.4586828,37626.4010195947,260,Orono P-01,38,Orono,2355,27,170,3,45,45A,6,1,,{2D8B6C1B-673E-460C-9A8E-770E5773E752}
62,,12817055.8676736,22644.3164897742,260,Orono P-03,38,Orono,2365,27,170,3,45,45A,6,1,,{44AEC906-3064-4086-88D9-224356968CB2}
63,,17251530.7922349,26738.6595581638,260,Orono P-02,38,Orono,2360,27,170,3,45,45A,6,1,,{BC747DE5-88BC-4BF1-874D-4902A9D736BD}
64,,17612352.3073688,25183.6223629099,260,Rogers P-01,92,Rogers,2710,27,200,3,34,34A,7,1,,{86C6C50C-CE2C-4F93-ACFE-C16764DC056C}
65,,15404432.8587286,23090.654737337,260,Rogers P-02,92,Rogers,2715,27,200,3,34,34A,7,1,,{7CB67277-504C-444A-B94C-07466844D89A}
66,,34828192.5482622,30856.3935209853,260,Rogers P-03,92,Rogers,2720,27,200,3,34,34A,7,1,,{295A02C4-CFC0-410E-8B6B-F428B44781D5}
67,,9914720.57233677,12989.4520783736,260,Shorewood P-01,26,Shorewood,2725,27,220,3,45,45A,6,4,,{E1078E1E-9AF8-42BE-9B71-EFCC37202EA7}
68,,2451982.58527677,9286.44915785565,260,Shorewood P-03,26,Shorewood,2735,27,220,3,45,45B,6,4,,{265DA9A8-712F-425C-A95D-844F1171C92B}
69,,2926306.21580897,8037.82160350654,260,Brooklyn Center P-01,22,Brooklyn Center,0200,27,10,5,38,38B,1,3,,{8CF105D9-24D1-4467-88A0-7013AF629901}
70,,4355789.65583358,11576.8363625742,260,Brooklyn Center P-02,22,Brooklyn Center,0205,27,10,5,38,38B,1,3,,{D5C2A7A4-E661-4EB4-8358-7DF7526C0B5A}
71,,3465741.70907442,10216.0987129323,260,Brooklyn Center P-03,22,Brooklyn Center,0210,27,10,5,38,38B,1,3,,{50ADA094-84F3-41E8-BB71-CA4021B55E67}
72,,2698731.07235538,7549.06320898484,260,Brooklyn Center P-04,22,Brooklyn Center,0215,27,10,5,38,38B,1,3,,{CDF3F005-FBD7-4629-9C4A-BA03E7E0DB5E}
73,,4997181.99371441,10159.2424841864,260,Brooklyn Center P-06,22,Brooklyn Center,0225,27,10,5,38,38B,1,3,,{B564EA79-83D7-4D5F-A079-997570721E3F}
74,,2724142.55476642,7218.71767188808,260,Golden Valley P-01,28,Golden Valley,0985,27,70,5,43,43B,2,3,,{C0424DF3-9B63-4F38-A954-894A1219E5FB}
75,,2814011.03565256,8851.4797953196,260,Golden Valley P-02,28,Golden Valley,0990,27,70,5,43,43B,2,3,,{84FA656B-6476-42A0-AEF4-DEE8ADA2A021}
76,,5564365.90186966,12923.7969004476,260,Golden Valley P-03,28,Golden Valley,1000,27,70,5,43,43B,2,3,,{813203B3-3536-4830-B28B-352922BA81B8}
77,,2943772.80894129,9738.46414483053,260,Golden Valley P-04,28,Golden Valley,1005,27,70,5,43,43B,2,3,,{7D4213EB-C7E7-4DC4-920D-E384294A0E66}
78,,2146445.59273217,8631.37128579822,260,Golden Valley P-05,28,Golden Valley,1010,27,70,5,43,43B,2,3,,{4A546287-3FF8-449B-ACF7-22541C8BD662}
79,,3054103.06932863,8082.65804457144,260,Golden Valley P-06,28,Golden Valley,1015,27,70,5,43,43B,2,3,,{FDB33CDB-47DA-4E60-AEA9-F8C47A42ED8A}
80,,2351602.34220604,6995.10928799444,260,Golden Valley P-07,28,Golden Valley,1020,27,70,5,43,43B,2,3,,{FA764A4B-4007-4A6C-A432-875A7F78DEDE}
81,,5679679.40374973,10693.2747981342,260,Golden Valley P-08,28,Golden Valley,1025,27,70,5,43,43B,2,3,,{6A56A8B5-DBD6-407B-A376-8536B9ADB58C}
82,01,5103562.63835163,11070.8514921567,260,Bloomington W-01 P-01,20,Bloomington,0005,27,5,3,51,51B,5,5,,{DDD718B4-6DFE-4AE2-B488-EF954D98E614}
83,01,3809525.34182788,10199.027249691,260,Bloomington W-01 P-02,20,Bloomington,0010,27,5,3,51,51B,5,5,,{67C7C4AE-0122-4DFC-A1B3-C68151180D33}
84,01,1834992.9757341,8684.38078533069,260,Bloomington W-01 P-03,20,Bloomington,0015,27,5,3,51,51B,5,5,,{880045FC-5271-4FA7-8A2D-80D0084BAFC4}
85,01,1847663.58495286,6667.37863326318,260,Bloomington W-01 P-07,20,Bloomington,0035,27,5,3,50,50B,5,5,,{198BB017-088B-4A6E-ADEF-CF5035845BB6}
86,01,2280002.59851344,7681.89850109355,260,Bloomington W-01 P-06,20,Bloomington,0030,27,5,3,50,50B,5,5,,{CCF98F75-875F-4D90-99EC-38BB610F569F}
87,01,4177593.01332329,11646.3715926355,260,Bloomington W-01 P-05,20,Bloomington,0025,27,5,3,51,51B,5,5,,{21462CC9-956C-483C-A1EA-F087E13AFB50}
88,02,2674605.00592796,6802.276290313,260,Bloomington W-02 P-08,20,Bloomington,0040,27,5,3,50,50B,5,5,,{AA75018F-686F-4477-A3C2-10A640A94D79}
89,02,2228719.84900279,7877.16628936775,260,Bloomington W-02 P-11,20,Bloomington,0055,27,5,3,50,50B,5,5,,{60428136-55CA-40E5-B676-061EB3D29607}
90,02,1849188.31825035,7052.02869784008,260,Bloomington W-02 P-15,20,Bloomington,0075,27,5,3,50,50B,5,5,,{FA3F30D9-B2F2-4691-9AD2-92FD088967BE}
91,02,5774808.40208391,13227.8606112299,260,Bloomington W-02 P-12,20,Bloomington,0060,27,5,3,50,50B,5,5,,{1682ADCC-8B39-4AD2-9643-8F1EF11AF1A1}
92,02,2221417.26001927,7827.15557265892,260,Bloomington W-02 P-14,20,Bloomington,0070,27,5,3,50,50B,5,5,,{CC379464-DD7B-4B45-9AA6-6617BF1AE8FB}
93,02,2190462.56276383,6202.85618795324,260,Bloomington W-02 P-09,20,Bloomington,0045,27,5,3,50,50B,5,5,,{36DBD2C0-CEF4-4409-B57F-12B150F7EEBB}
94,03,1839119.45923881,5642.91582936431,260,Bloomington W-03 P-22,20,Bloomington,0110,27,5,3,50,50A,5,5,,{AE999C72-8BE6-4D4C-BB43-4B7664BBCB8F}
95,03,3740795.88929273,10255.2324954539,260,Bloomington W-03 P-23,20,Bloomington,0115,27,5,3,51,51B,5,5,,{1C9849F5-1B1E-4D56-8D06-431A5065004B}
96,03,2566100.81817114,9388.37160217899,260,Bloomington W-03 P-17,20,Bloomington,0085,27,5,3,50,50B,5,5,,{86A72F99-638D-446D-B8DC-4DA74A7614C6}
97,03,4508873.97615908,10663.2617432945,260,Bloomington W-03 P-19,20,Bloomington,0095,27,5,3,50,50B,5,5,,{0EE1648A-797F-441D-86BB-82EC910FD5EF}
98,03,2927038.93340466,7590.75869251188,260,Bloomington W-03 P-18,20,Bloomington,0090,27,5,3,50,50A,5,5,,{F6702DBB-0293-4CCA-9237-DA26BECD6517}
99,03,2199763.10828793,6594.56557302901,260,Bloomington W-03 P-21,20,Bloomington,0105,27,5,3,50,50B,5,5,,{7E871205-FD2B-49EE-B3D9-2473F34896DF}
100,03,4778138.295465,10884.0515509087,260,Bloomington W-03 P-20,20,Bloomington,0100,27,5,3,50,50B,5,5,,{234AE993-294B-4B55-831B-E5803E36C872}
101,03,4220478.94103758,9851.54538795211,260,Bloomington W-03 P-16,20,Bloomington,0080,27,5,3,50,50B,5,5,,{B41B34E7-AE73-4DCE-8817-21A8BBFD703E}
102,03,1785114.04535509,6265.22132983479,260,Bloomington W-03 P-24,20,Bloomington,0120,27,5,3,51,51B,5,5,,{F7FF2768-89AC-46DE-8F68-673772359C9A}
103,04,9753156.0178483,15046.5649398778,260,Bloomington W-04 P-31,20,Bloomington,0155,27,5,3,51,51B,5,5,,{AA167D39-671E-4607-941E-7D8234AF7C59}
104,04,2392209.29465876,6387.012028062,260,Bloomington W-04 P-29,20,Bloomington,0145,27,5,3,51,51B,5,5,,{4BA4386D-5942-46CF-9B36-A94330245FE0}
105,04,2066595.1588896,7515.13020928089,260,Bloomington W-04 P-30,20,Bloomington,0150,27,5,3,51,51B,5,5,,{D1577ABC-ADA5-4601-BA45-0F3D1B85EA25}
106,04,2475766.71825557,6304.5904508214,260,Bloomington W-04 P-28,20,Bloomington,0140,27,5,3,51,51B,5,5,,{B626B64E-E951-4FD8-9B75-F5CCFDCCEE1F}
107,04,1865186.46067079,5839.47229390128,260,Bloomington W-04 P-26,20,Bloomington,0130,27,5,3,51,51B,5,5,,{D5E0779F-B020-4658-AF8D-B07643CA51C3}
108,04,2325402.33052782,6829.49697240506,260,Bloomington W-04 P-27,20,Bloomington,0135,27,5,3,51,51B,5,5,,{8381D010-B165-4202-8985-B4C5AEF9EF48}
109,04,2098710.47683109,5931.49891939896,260,Bloomington W-04 P-25,20,Bloomington,0125,27,5,3,51,51B,5,5,,{1BE28B88-8ED0-4E19-8963-1A6D1CEC994E}
110,04,2671248.54302328,9097.61976711433,260,Bloomington W-01 P-04,20,Bloomington,0020,27,5,3,51,51B,5,5,,{551F84FA-6F78-46E0-A503-03BD179CB0F8}
111,,2158419.38668783,6551.26352087098,260,Edina P-04,24,Edina,0865,27,60,3,46,46B,6,4,,{3B144917-8F40-4229-9E17-B80572672F4D}
112,,2910610.34245931,8050.59714413629,260,Edina P-01,24,Edina,0850,27,60,3,46,46B,6,4,,{A28E3BD8-948F-4E15-9BB6-E6ED5C7A60BD}
113,,5274016.05190168,13164.0628084183,260,Edina P-12,24,Edina,0905,27,60,3,50,50A,6,4,,{A732A96D-569E-4A17-B553-129164AD877E}
114,,4021485.52428875,9798.53385658988,260,Edina P-10,24,Edina,0895,27,60,3,50,50A,6,4,,{9074AE8B-D7F8-4BBC-B10A-E7706EC44D18}
115,,2359333.13825584,6311.95628358955,260,Edina P-11,24,Edina,0900,27,60,3,50,50A,6,4,,{EBA2F539-77A3-4BFB-8A27-14F0C0E0F40F}
116,,2301915.01622852,6514.61950575977,260,Edina P-13,24,Edina,0910,27,60,3,50,50A,6,4,,{DD62B32B-4AC6-4A74-B142-B52D0354755B}
117,,1074797.56117672,4450.28801378374,260,Edina P-14,24,Edina,0915,27,60,3,50,50A,6,4,,{B7D553AB-B76F-450D-8A2B-B352620C9813}
118,,2498484.64277904,6902.40301217162,260,Edina P-16,24,Edina,0925,27,60,3,50,50A,6,4,,{37D182A6-91A8-48F7-827A-BAB77B88F0F3}
119,,1391590.55654496,5479.29634450766,260,Edina P-15,24,Edina,0920,27,60,3,50,50A,6,4,,{38481ADB-8742-48D9-8864-6EC4930A9223}
120,,3966246.1339806,11989.0363731953,260,Edina P-03,24,Edina,0860,27,60,3,46,46B,6,4,,{CB218CA6-D778-45E1-B0F0-43C1AD31128E}
121,,2774089.38668886,9092.68582357749,260,Edina P-05,24,Edina,0870,27,60,3,46,46B,6,4,,{6C03209D-C70B-4EF4-885F-D85B0037F545}
122,,2232173.67575531,7737.04994234191,260,Edina P-02,24,Edina,0855,27,60,3,46,46B,6,4,,{E34AEC9A-14C6-48DE-A10A-64153F91E9A1}
123,,2209548.64142638,6717.9104925811,260,Edina P-08,24,Edina,0885,27,60,3,50,50A,6,4,,{093985C1-87E3-4F24-AFF0-E37B6ABD35B6}
124,,2828065.74467388,8440.9899583339,260,Edina P-07,24,Edina,0880,27,60,5,50,50A,6,4,,{22BAA2C6-C00E-4D0B-B9EA-33B0D9922A5A}
125,,1335633.59276151,5270.79128932033,260,Edina P-09,24,Edina,0890,27,60,5,50,50A,6,4,,{009DC743-4AE2-4CA7-B99E-0DC53FCC75D0}
126,,1971689.93259985,7321.22114922559,260,Edina P-06,24,Edina,0875,27,60,5,50,50A,6,4,,{99F1DE6D-69D7-403C-8D8C-DDA2C4810B27}
127,4,2766473.31059535,8205.14497715907,260,Minnetonka W-04 P-B,34,Minnetonka,2190,27,140,3,49,49A,6,4,,{23E1F099-ABA1-44E7-AE46-D62268AC11B0}
128,4,2757241.30238558,8281.68865745667,260,Minnetonka W-04 P-A,34,Minnetonka,2185,27,140,3,45,45B,6,4,,{85844872-7956-4582-A217-CEA52AFF3394}
129,4,3970033.96398271,10107.3222744968,260,Minnetonka W-04 P-C,34,Minnetonka,2195,27,140,3,49,49A,6,4,,{7B10E05F-A059-48FD-941C-27BE586430FD}
130,4,3012336.56431613,7546.32947573623,260,Minnetonka W-04 P-D,34,Minnetonka,2200,27,140,3,49,49A,6,4,,{E314AEB6-E791-4254-A6CF-9FC621A2B827}
131,3,3726806.22039502,8551.64100944672,260,Minnetonka W-03 P-E,34,Minnetonka,2170,27,140,3,45,45B,6,4,,{CD515B0B-8695-4C6F-8421-D674DB03229A}
132,3,3913989.21977744,9681.15973500382,260,Minnetonka W-03 P-D,34,Minnetonka,2160,27,140,3,45,45B,6,4,,{1F309777-915B-47B0-8F9E-8A459594E703}
133,4,2973500.26040067,9243.1433010012,260,Minnetonka W-04 P-E,34,Minnetonka,2210,27,140,3,49,49A,6,4,,{279B3F26-290A-465F-9542-070F854A4F4E}
134,1,5017120.45174012,10917.5582920248,260,Minnetonka W-01 P-A,34,Minnetonka,2090,27,140,3,49,49A,6,4,,{D0582BCE-D28F-436C-BC7A-06474AD71962}
135,3,7253202.95324894,15234.8216710061,260,Minnetonka W-03 P-C,34,Minnetonka,2155,27,140,3,45,45B,6,4,,{0D48C6D5-D132-45B9-B326-F265DBB8E510}
136,3,3923286.98169875,13173.0193716958,260,Minnetonka W-03 P-B,34,Minnetonka,2150,27,140,3,45,45B,6,4,,{CA618417-9E50-4019-97DB-1D052B1181FD}
137,1,3180121.52798739,8945.20897763376,260,Minnetonka W-01 P-B,34,Minnetonka,2095,27,140,3,49,49A,6,4,,{4223954C-38A5-4687-85AF-75639245C1F2}
138,1,4110725.36383575,9831.25271140844,260,Minnetonka W-01 P-D,34,Minnetonka,2105,27,140,3,49,49A,6,4,,{9B36234A-BACE-4C0D-890C-E8467E2E9743}
139,1,2888189.27939387,10047.1774744381,260,Minnetonka W-01 P-E,34,Minnetonka,2110,27,140,3,45,45B,6,4,,{26937D11-DF5E-4A0F-99BF-BF60C87E506C}
140,2,4371189.83134015,10659.6012501462,260,Minnetonka W-02 P-B,34,Minnetonka,2125,27,140,3,45,45B,6,4,,{C25FFFF4-31F4-44A1-AA71-73C3471C7446}
141,1,2191668.24208275,8434.91492527282,260,Minnetonka W-01 P-F,34,Minnetonka,2115,27,140,3,45,45B,6,4,,{33077684-D27D-4834-8C1F-6DB2803F63FD}
142,1,2667852.25698437,6837.4275570734,260,Minnetonka W-01 P-C,34,Minnetonka,2100,27,140,3,49,49A,6,4,,{02C6AA86-C2D8-4E16-ADFC-8319E36262F1}
143,2,1202274.32673999,5657.05462875716,260,Minnetonka W-02 P-D,34,Minnetonka,2135,27,140,3,45,45B,6,4,,{67CFED3E-229F-4AB7-9E7F-FC2824D1946C}
144,2,1547871.82853594,6716.28651293706,260,Minnetonka W-02 P-E,34,Minnetonka,2140,27,140,3,45,45B,6,4,,{9134729A-F084-482D-BD2E-77C8E056D183}
145,2,5119706.96866613,11406.9324578417,260,Minnetonka W-02 P-A,34,Minnetonka,2120,27,140,3,45,45B,6,4,,{799E8E9D-B6A0-430E-A55F-795BA57FB955}
146,3,2545845.61125781,7603.03140836779,260,Minnetonka W-03 P-A,34,Minnetonka,2145,27,140,3,45,45B,6,4,,{C43DDC78-C4FB-48E0-A259-ECD19CF97F24}
147,2,3211515.82622764,10380.230680802,260,Minnetonka W-02 P-C,34,Minnetonka,2130,27,140,3,45,45B,6,4,,{E3FF2D76-53B2-41B2-AA34-ECD26A58E8BB}
148,1,2378876.25221738,6195.05341303911,260,St. Louis Park W-01 P-01,46,St. Louis Park,2790,27,215,5,46,46A,3,3,,{11CA2776-16DF-4F68-8E66-6A6636E32717}
149,1,2044467.3578131,6323.37793848307,260,St. Louis Park W-01 P-02,46,St. Louis Park,2795,27,215,5,46,46A,3,3,,{EAA7B1D4-778D-46D9-BEF2-00BE44C0DCDA}
150,1,1672745.23046704,7350.90399513719,260,St. Louis Park W-01 P-03,46,St. Louis Park,2800,27,215,5,46,46A,3,3,,{E89E17B7-AE65-4C40-B70A-F5709D335628}
151,2,2274932.67929347,6395.81381654094,260,St. Louis Park W-02 P-04,46,St. Louis Park,2805,27,215,5,46,46A,3,3,,{27996146-175A-4216-9964-359789D15BEA}
152,2,2416975.30705603,7492.41225917864,260,St. Louis Park W-02 P-05,46,St. Louis Park,2810,27,215,5,46,46B,3,3,,{D5D9376F-861E-49ED-B50C-F9729983D6C8}
153,2,2996466.27070229,8881.69194514681,260,St. Louis Park W-02 P-06,46,St. Louis Park,2815,27,215,5,46,46B,3,3,,{DFD944CF-F2FD-46DC-8517-ED765358B559}
154,3,1930806.5569779,5756.51135813585,260,St. Louis Park W-03 P-07,46,St. Louis Park,2820,27,215,5,46,46A,3,3,,{87337811-B3C2-4DED-98CB-5823873F6858}
155,3,1733865.28657978,8025.90894855947,260,St. Louis Park W-03 P-08,46,St. Louis Park,2825,27,215,5,46,46A,3,3,,{C3F5BAC6-05F1-435D-9DD4-4776E2162BFE}
